id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;Hard drive -> Number of occupied slots 2.5";Hard drive -> Slots in total 2.5";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;
1868;13.3;;400.0;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;50.0;;15.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1869;153.0;;500.0;;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1870;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1871;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;35.0;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1872;13.6;;500.0;8.0;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;35.0;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1873;16.2;120.0;1000.0;16.0;;;;;48.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;3.0;;3.0;;;;355.7;16.8;248.1;
1874;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;52.6;;18.0;;;1.24;;;2.0;;;;304.1;11.3;215.0;
1875;16.0;240.0;;1.0;3.7;5.0;45.0;24.0;32.0;;2.0;2.0;;8.0;;;;;2000.0;;2000.0;1.0;2.0;;;;99.9;240.0;;4.0;;1.99;1.0;;1.0;1.0;;;356.0;19.95;259.0;
1876;153.0;;500.0;;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1877;14.2;;1000.0;14.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1878;16.1;240.0;300.0;14.0;1.8;5.0;45.0;24.0;32.0;5200.0;2.0;2.0;;8.0;120.0;2175.0;;;1000.0;;1000.0;1.0;1.0;;;;70.0;230.0;16.25;4.0;;2.33;1.0;3.0;;;;;369.0;23.9;259.4;
1879;15.6;144.0;;6.0;2.7;4.5;45.0;12.0;16.0;3200.0;2.0;2.0;;6.0;115.0;1702.0;;;512.0;;512.0;1.0;2.0;;;;53.5;180.0;;3.0;;2.25;1.0;2.0;;;1.0;;359.0;24.9;259.0;
1880;13.3;;400.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;;15.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1881;13.6;;500.0;8.0;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;35.0;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1882;153.0;;500.0;;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1883;16.1;144.0;300.0;8.0;3.8;5.1;;16.0;32.0;5200.0;2.0;;;8.0;;;;;1000.0;;1000.0;;;;;;;230.0;;4.0;;2.33;1.0;3.0;;;;;369.0;23.9;259.4;
1884;13.6;;500.0;8.0;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;35.0;18.0;;;1.24;;;2.0;;;;304.0;11.3;215.0;
1885;153.0;;500.0;;;;;;24.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1886;136.0;;500.0;8.0;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;526.0;67.0;;;18.0;124.0;;;2.0;;;;304.0;113.0;215.0;
1887;153.0;;500.0;;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1888;17.3;360.0;;14.0;;5.0;115.0;24.0;16.0;4800.0;2.0;2.0;;12.0;150.0;2010.0;;;1000.0;;1000.0;;;;;;99.0;280.0;;;;2.7;;2.0;1.0;;;;398.0;30.0;254.0;
1889;17.3;144.0;;12.0;2.5;4.5;45.0;18.0;16.0;;1.0;2.0;;6.0;;;;;512.0;;512.0;1.0;2.0;;;;54.0;150.0;;;;2.53;2.0;1.0;;;1.0;;397.0;25.0;262.0;
1890;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;52.6;35.0;18.0;;;1.24;;;2.0;;;;304.0;11.3;215.0;
1891;16.1;144.0;250.0;6.0;3.3;4.2;;16.0;16.0;3200.0;2.0;;;6.0;;;;;512.0;;512.0;;;;;;;200.0;;4.0;;2.46;1.0;3.0;;;;;370.0;23.5;260.0;
1892;13.3;;;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;;30.0;18.0;;;1.25;;;2.0;;;;304.1;15.6;212.4;
1893;136.0;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;;;18.0;124.0;;;2.0;;;;304.0;113.0;215.0;
1894;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;;18.0;;;1.24;;;2.0;;;;304.1;11.3;215.0;
1895;153.0;;500.0;;;;;;16.0;;;;;;;;;;256.0;;256.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1896;153.0;;500.0;;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1897;15.6;144.0;250.0;12.0;3.3;4.5;;18.0;16.0;3200.0;2.0;;;8.0;;;;;1000.0;;1000.0;;;;;;70.0;200.0;8.0;4.0;;2.29;1.0;2.0;;;;;357.9;23.5;255.0;
1898;153.0;;500.0;;;;;;16.0;;;;;;;;;;256.0;;256.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1899;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1900;153.0;;500.0;;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1901;16.1;144.0;250.0;6.0;3.3;4.2;45.0;16.0;16.0;3200.0;2.0;2.0;;6.0;90.0;1702.0;;;512.0;;512.0;1.0;2.0;;;;70.0;200.0;8.75;4.0;;2.46;1.0;3.0;;;;;370.0;23.5;260.0;
1902;18.0;240.0;;24.0;1.6;5.5;157.0;36.0;32.0;5600.0;;;;12.0;175.0;2280.0;7424.0;;1000.0;;1000.0;1.0;1.0;;;;91.7;330.0;;;;3.1;1.0;;1.0;3.0;;;275.4;21.9;399.9;
1903;153.0;;500.0;;;;;;24.0;;;;;;;;;;2000.0;;2000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1904;153.0;;500.0;;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1905;153.0;;500.0;;;;;;24.0;;;;;;;;;;2000.0;;2000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1906;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;30.0;15.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1907;13.6;;500.0;8.0;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;67.0;18.0;;;1.24;;;2.0;;;;304.0;11.3;215.0;
1908;136.0;;500.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;526.0;67.0;;;18.0;124.0;;;2.0;;;;304.0;113.0;215.0;
1909;13.3;;;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1910;17.3;144.0;;12.0;2.5;4.5;45.0;18.0;16.0;;1.0;2.0;;6.0;;;;;512.0;;512.0;1.0;2.0;;;;54.0;150.0;;;;2.53;2.0;1.0;;;1.0;;397.0;25.0;262.0;
1911;16.0;240.0;400.0;16.0;1.5;5.0;55.0;30.0;32.0;4800.0;2.0;2.0;;8.0;130.0;2175.0;;;1000.0;;1000.0;1.0;1.0;;;;97.0;230.0;6.75;6.0;;2.09;;2.0;2.0;;;;356.5;19.9;269.0;
1912;136.0;;500.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;526.0;67.0;;;18.0;124.0;;;2.0;;;;304.0;113.0;215.0;
1913;153.0;;500.0;;;;;;24.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1914;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;2000.0;;2000.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1915;13.6;;500.0;8.0;;;;;24.0;;;;;;;;;;2000.0;;2000.0;;;;;;52.6;35.0;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1916;15.3;;500.0;8.0;;;;;8.0;;;;;;;;;;512.0;;512.0;;;;;;66.5;35.0;18.0;;;1.51;2.0;;1.0;;;;340.4;11.5;237.6;
1917;13.3;;400.0;8.0;;;;;8.0;;;;;;;;;;512.0;;512.0;;;;;;49.9;30.0;18.0;;;1.29;;;2.0;;;;304.1;16.1;212.4;
1918;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;;10.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1919;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;2000.0;;2000.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1920;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;2000.0;;2000.0;;;;;;50.0;;10.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1921;13.3;60.0;;8.0;;;;;8.0;;;;;;;;;;2000.0;;2000.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1922;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;2000.0;;2000.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1923;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1924;15.3;;500.0;;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;66.5;35.0;18.0;;;1.51;;;2.0;;;;340.4;11.5;237.6;
1925;15.6;240.0;;24.0;;5.4;157.0;36.0;16.0;5600.0;2.0;2.0;;8.0;140.0;2175.0;;;1000.0;;1000.0;;;;;;99.0;280.0;;;;2.6;;;1.0;2.0;;;357.0;19.7;274.0;
1926;13.3;60.0;400.0;8.0;;;;;8.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1927;13.3;;;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;;10.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1928;13.6;;500.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;52.6;67.0;18.0;;;1.24;;;2.0;;;;304.0;11.3;215.0;
1929;161.0;165.0;300.0;14.0;;47.0;115.0;24.0;16.0;4800.0;2.0;2.0;;6.0;;;;;1000.0;;1000.0;;;;;;83.0;280.0;;6.0;;242.0;2.0;3.0;;;;;369.0;23.0;248.0;
1930;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;2000.0;;2000.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1931;153.0;;500.0;;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1932;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;30.0;15.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1933;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;30.0;18.0;;;1.25;;;2.0;;;;304.1;15.6;212.4;
1934;13.3;;;8.0;;;;;16.0;;;;;;;;;;256.0;;256.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1935;153.0;;500.0;;;;;;8.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1936;13.6;;500.0;8.0;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;52.6;;18.0;;;1.24;;;2.0;;;;304.1;11.3;215.0;
1937;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;53.0;;18.0;;;1.24;2.0;;;;;;304.0;11.3;215.0;
1938;16.2;120.0;1000.0;16.0;;;;;128.0;;;;;;;;;;4000.0;;4000.0;;;;;;100.0;;22.0;;;1.61;3.0;;3.0;;;;355.7;16.8;248.1;
1939;14.2;;1000.0;16.0;;;;;128.0;;;;;;;;;;2000.0;;2000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1940;14.2;;1000.0;11.0;;;;;18.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1941;14.2;;1000.0;16.0;;;;;128.0;;;;;;;;;;2000.0;;2000.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1942;16.2;120.0;1000.0;16.0;;;;;48.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;3.0;;3.0;;;;355.7;16.8;248.1;
1943;16.1;144.0;300.0;14.0;;5.0;;24.0;16.0;5200.0;2.0;;;8.0;;;;;1000.0;;1000.0;;;;;;;230.0;;4.0;;2.33;1.0;3.0;;;;;369.0;23.9;259.4;
1944;16.0;240.0;400.0;16.0;1.5;5.0;55.0;30.0;16.0;4800.0;2.0;2.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;97.0;230.0;6.75;6.0;;2.09;;2.0;2.0;;;;356.5;19.9;269.0;
1945;17.3;240.0;;14.0;;5.0;115.0;24.0;16.0;4800.0;2.0;2.0;;8.0;140.0;2175.0;;;1000.0;;1000.0;;;;;;99.0;240.0;;;;2.8;1.0;1.0;1.0;2.0;;;398.0;21.8;283.0;
1946;14.2;;1000.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.55;;;2.0;;;;312.6;15.5;221.2;
1947;14.2;;1000.0;11.0;;;;;18.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1948;14.2;;1000.0;11.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1949;136.0;;500.0;8.0;;;;;16.0;;;;;;;;;;256.0;;256.0;;;;;;526.0;30.0;;;18.0;124.0;2.0;;2.0;;;;304.0;113.0;215.0;
1950;14.2;;1000.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.55;2.0;;2.0;;;;312.6;15.5;221.2;
1951;14.2;;1000.0;8.0;;;;;8.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.55;;;2.0;;;;312.6;15.5;221.2;
1952;14.2;;1000.0;12.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1953;14.2;;1000.0;11.0;;;;;36.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1954;15.6;120.0;250.0;10.0;2.4;4.6;55.0;20.0;16.0;4800.0;2.0;2.0;;6.0;;;;;512.0;;512.0;1.0;1.0;;;;56.0;240.0;;3.0;;2.65;1.0;3.0;;;;;357.26;26.15;274.52;
1955;16.1;144.0;300.0;8.0;3.8;5.1;;16.0;32.0;3200.0;2.0;;;8.0;;;;;1000.0;;1000.0;;;;;;;230.0;;4.0;;2.33;1.0;3.0;;;;;369.0;23.9;259.4;
1956;15.6;144.0;250.0;12.0;;4.7;;18.0;16.0;3200.0;2.0;1.0;;6.0;;;;;1000.0;;1000.0;;;;;;70.0;200.0;8.5;4.0;;2.29;1.0;2.0;;;;;357.9;23.5;255.0;
1957;13.3;60.0;;8.0;;;;;8.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;30.0;15.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1958;136.0;;500.0;8.0;;;;;16.0;;;;;;;;;;256.0;;256.0;;;;;;526.0;67.0;;;18.0;124.0;;;2.0;;;;304.0;113.0;215.0;
1959;13.6;;500.0;8.0;;;;;24.0;;;;;;;;;;2000.0;;2000.0;;;;;;52.6;35.0;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1960;14.2;;1000.0;11.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1961;14.2;;1000.0;11.0;;;;;36.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1962;14.2;;1000.0;12.0;;;;;18.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1963;14.2;;1000.0;14.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1964;16.2;120.0;1000.0;16.0;;;;;128.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;3.0;;3.0;;;;355.7;16.8;248.1;
1965;16.2;120.0;1000.0;16.0;;;;;64.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1966;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;256.0;;256.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
1967;14.2;;1000.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.55;2.0;;2.0;;;;312.6;15.5;221.2;
1968;14.2;;1000.0;11.0;;;;;18.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1969;14.2;;1000.0;12.0;;;;;36.0;;;;;;;;;;2000.0;;2000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1970;14.2;;1000.0;12.0;;;;;18.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1971;16.2;120.0;1000.0;16.0;;;;;128.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1972;15.6;165.0;;24.0;;5.6;157.0;36.0;16.0;5600.0;2.0;2.0;;8.0;140.0;2175.0;;;1000.0;;1000.0;;2.0;;;;99.0;280.0;;;;2.28;;;1.0;2.0;;;357.0;20.6;274.0;
1973;17.3;144.0;;14.0;;5.0;115.0;24.0;16.0;4800.0;2.0;2.0;;8.0;;;;;1000.0;;1000.0;;;;;;99.0;240.0;;;;2.8;1.0;1.0;1.0;2.0;;;398.0;21.8;283.0;
1974;15.3;;500.0;;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;66.5;35.0;18.0;;;1.51;;;2.0;;;;340.4;11.5;237.6;
1975;14.2;;1000.0;8.0;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.55;;;2.0;;;;312.6;15.5;221.2;
1976;14.2;;1000.0;12.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1977;14.2;;1000.0;12.0;;;;;18.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1978;14.2;;1000.0;11.0;;;;;36.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;2.0;;2.0;;;;312.6;15.5;221.2;
1979;14.2;;1000.0;12.0;;;;;36.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1980;16.2;120.0;1000.0;16.0;;;;;128.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1981;16.2;120.0;1000.0;12.0;;;;;18.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1982;16.2;120.0;1000.0;12.0;;;;;18.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1983;16.2;120.0;1000.0;12.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1984;16.2;120.0;1000.0;16.0;;;;;64.0;;;;;;;;;;2000.0;;2000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1985;16.2;120.0;1000.0;14.0;;;;;96.0;;;;;;;;;;4000.0;;4000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1986;16.1;240.0;300.0;8.0;4.0;5.2;54.0;16.0;32.0;5600.0;2.0;2.0;;8.0;140.0;2175.0;;;2000.0;;2000.0;1.0;2.0;;;;83.0;280.0;7.25;6.0;;2.38;2.0;2.0;;;;;369.0;23.5;259.4;
1987;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;2000.0;;2000.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
1988;153.0;;500.0;;;;;;24.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;70.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1989;153.0;;500.0;;;;;;8.0;;;;;;;;;;1000.0;;1000.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
1990;14.2;;1000.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.55;;;2.0;;;;312.6;15.5;221.2;
1991;14.2;;1000.0;12.0;;;;;36.0;;;;;;;;;;4000.0;;4000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1992;14.2;;1000.0;14.0;;;;;36.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1993;14.2;;1000.0;16.0;;;;;64.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1994;14.2;;1000.0;16.0;;;;;48.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1995;14.2;;1000.0;12.0;;;;;18.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1996;14.2;;1000.0;11.0;;;;;18.0;;;;;;;;;;512.0;;512.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1997;14.2;;1000.0;16.0;;;;;48.0;;;;;;;;;;1000.0;;1000.0;;;;;;58.0;;20.0;;;1.61;;;2.0;;;;312.6;15.5;221.2;
1998;16.2;120.0;1000.0;12.0;;;;;36.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
1999;16.2;120.0;1000.0;12.0;;;;;18.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
2000;16.2;120.0;1000.0;16.0;;;;;64.0;;;;;;;;;;4000.0;;4000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
2001;16.2;120.0;1000.0;14.0;;;;;96.0;;;;;;;;;;4000.0;;4000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
2002;16.2;120.0;1000.0;14.0;;;;;36.0;;;;;;;;;;2000.0;;2000.0;;;;;;100.0;;22.0;;;1.61;;;3.0;;;;355.7;16.8;248.1;
2003;16.0;165.0;300.0;16.0;1.5;5.0;55.0;30.0;16.0;4800.0;2.0;2.0;;8.0;115.0;2370.0;;;512.0;;512.0;1.0;1.0;;;;86.0;330.0;;6.0;;2.87;1.0;3.0;;;;;356.98;24.9;288.73;
2004;16.1;240.0;300.0;16.0;1.5;5.0;55.0;30.0;32.0;4800.0;2.0;2.0;;8.0;140.0;2175.0;;;2000.0;;2000.0;1.0;2.0;;;;83.0;280.0;4.75;6.0;;2.45;;2.0;2.0;;;;369.0;23.5;259.4;
2005;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;2000.0;;2000.0;;;;;;50.0;;10.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
2006;136.0;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;70.0;;;18.0;124.0;;;2.0;;;;304.0;113.0;215.0;
2007;13.6;;500.0;8.0;;;;4.0;16.0;;;;;;;;;;2000.0;;2000.0;;;;;;53.0;;18.0;;;1.24;2.0;;2.0;;;;304.0;11.3;215.0;
2008;15.3;;500.0;;;;;;8.0;;;;;;;;;;256.0;;256.0;;;;;;66.5;35.0;18.0;;;1.51;;;2.0;;;;340.4;11.5;237.6;
2009;15.3;;500.0;8.0;;;;;24.0;;;;;;;;;;1000.0;;1000.0;;;;;;66.5;35.0;18.0;;;1.51;;;2.0;;;;340.4;11.5;237.6;
