attribute;value;rating;rating_count
Functions;['Face Unlock', 'Notification diode', 'FM Radio', 'MMS support'];3.7000000000000006;3.0
Functions;['Fingerprint reader in display', 'Face Unlock', 'MMS support', 'OTG'];4.9;7.0
Functions;['Fingerprint reader in display', 'Notification diode', 'FM Radio', 'MMS support'];4.0;2.0
Functions;['Fingerprint reader on body', 'FM Radio', 'MMS support', 'OTG'];2.8;8.0
Functions;['Fingerprint reader on body', 'FM Radio', 'MMS support'];;0.0
Functions;['Fingerprint reader on body', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG'];4.471428571428571;14.0
Functions;['Fingerprint reader on body', 'Face Unlock', 'FM Radio', 'MMS support'];3.5;66.0
Functions;['Fingerprint reader on body', 'Face Unlock', 'MMS support', 'OTG'];3.375;24.0
Functions;['Fingerprint reader on body', 'Face Unlock', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];2.475;12.0
Functions;['Fingerprint reader on body', 'Face Unlock', 'SOS button', 'FM Radio', 'MMS support', 'OTG'];3.1999999999999997;18.0
Functions;['Fingerprint reader on body', 'Fingerprint reader in display', 'Face Unlock', 'FM Radio', 'MMS support'];4.5;4.0
Functions;['Fingerprint reader on body', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];4.5;11.0
Functions;['Fingerprint reader on body', 'Notification diode', 'FM Radio', 'MMS support'];4.0;1.0
Functions;['Fingerprint reader on body', 'Notification diode', 'MMS support'];;0.0
Functions;['MMS support', 'OTG'];;0.0
Functions;['MMS support'];4.4525;40.0
Functions;['Notification diode', 'FM Radio', 'Charging stand'];4.171428571428572;14.0
Functions;['Notification diode', 'FM Radio', 'MMS support', 'OTG'];4.575;32.0
Functions;['Notification diode', 'FM Radio', 'MMS support'];4.0;3.0
Functions;['Notification diode', 'FM Radio'];4.075;12.0
Functions;['Notification diode', 'MMS support'];4.3;32.0
Functions;['Notification diode'];4.9;14.0
Functions;['Quick charge', 'Face Unlock', 'FM Radio', 'MMS support', 'Dolby Atmos'];3.7000000000000006;6.0
Functions;['Quick charge', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG', 'Dolby Atmos'];4.4;13.0
Functions;['Quick charge', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG'];4.7;17.0
Functions;['Quick charge', 'Face Unlock', 'MMS support', 'OTG'];;0.0
Functions;['Quick charge', 'Face Unlock', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];4.24;10.0
Functions;['Quick charge', 'Face Unlock', 'SOS button', 'FM Radio', 'MMS support', 'OTG'];4.5;168.0
Functions;['Quick charge', 'Fingerprint reader in display', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG', 'Dolby Atmos'];4.5;188.0
Functions;['Quick charge', 'Fingerprint reader in display', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG'];5.0;2.0
