attribute;value;rating;rating_count
"Display size [""]";9.0;4.523076923076924;52.0
"Display size [""]";10.0;3.4;12.0
"Display size [""]";10.1;4.2655;400.0
"Display size [""]";10.2;4.870588235294118;289.0
"Display size [""]";10.3;4.205882352941177;17.0
"Display size [""]";10.36;4.186956521739131;46.0
"Display size [""]";10.4;4.6104895104895105;143.0
"Display size [""]";10.5;4.778231292517008;147.0
"Display size [""]";10.51;4.066666666666666;15.0
"Display size [""]";10.61;4.548275862068965;87.0
"Display size [""]";10.9;4.864705882352941;272.0
"Display size [""]";10.95;3.0;1.0
"Display size [""]";11.0;4.801652892561983;242.0
"Display size [""]";11.2;4.2;21.0
"Display size [""]";11.5;4.661999999999999;50.0
"Display size [""]";12.0;4.4;11.0
"Display size [""]";12.4;4.67;80.0
"Display size [""]";12.6;4.25;4.0
"Display size [""]";12.7;4.5;11.0
"Display size [""]";12.9;5.0;31.0
"Display size [""]";14.6;5.0;6.0
Display technology;['AMOLED'];4.832558139534883;86.0
Display technology;['E-ink'];3.8;5.0
Display technology;['IPS', 'TFT'];5.0;3.0
Display technology;['IPS'];4.583290978398982;1574.0
Display technology;['LTPS'];4.5;11.0
Display technology;['OLED'];4.2;21.0
Display technology;['Retina'];5.0;10.0
Display technology;['TFT'];4.619565217391305;460.0
Display technology;['TN'];1.0;1.0
Display technology;;4.6;36.0
Front Camera Aperture [f/];2.0;4.296638655462185;119.0
Front Camera Aperture [f/];2.2;4.565234375;256.0
Front Camera Aperture [f/];2.4;4.845047489823609;737.0
Front Camera Aperture [f/];2.8;3.8000000000000003;38.0
Front Camera Aperture [f/];;4.7;27.0
Front Camera Aperture [f/];;4.7;31.0
Front Camera Aperture [f/];;4.8;76.0
Front Camera Aperture [f/];;5.0;21.0
Front Camera Aperture [f/];;4.9;11.0
Front Camera Aperture [f/];;4.7;63.0
Front Camera Aperture [f/];;4.7;20.0
Front Camera Aperture [f/];;5.0;11.0
Front Camera Aperture [f/];;3.7000000000000006;3.0
Front Camera Aperture [f/];;4.9;8.0
Front Camera Aperture [f/];;4.4;18.0
Front Camera Aperture [f/];;4.7;26.0
Front Camera Aperture [f/];;4.4;21.0
Front Camera Aperture [f/];;5.0;4.0
Front Camera Aperture [f/];;3.5;21.0
Front Camera Aperture [f/];;3.7000000000000006;6.0
Front Camera Aperture [f/];;5.0;5.0
Front Camera Aperture [f/];;4.8;10.0
Front Camera Aperture [f/];;5.0;1.0
Front Camera Aperture [f/];;3.8;5.0
Front Camera Aperture [f/];;4.7;22.0
Front Camera Aperture [f/];;4.8;12.0
Front Camera Aperture [f/];;5.0;7.0
Front Camera Aperture [f/];;4.2;21.0
Front Camera Aperture [f/];;4.4;12.0
Front Camera Aperture [f/];;5.0;4.0
Front Camera Aperture [f/];;4.6;9.0
Front Camera Aperture [f/];;4.8;11.0
Front Camera Aperture [f/];;4.6;11.0
Front Camera Aperture [f/];;4.7;16.0
Front Camera Aperture [f/];;3.6;5.0
Front Camera Aperture [f/];;5.0;1.0
Front Camera Aperture [f/];;4.0;11.0
Front Camera Aperture [f/];;4.0;14.0
Front Camera Aperture [f/];;4.6;9.0
Front Camera Aperture [f/];;5.0;3.0
Front Camera Aperture [f/];;4.2;37.0
Front Camera Aperture [f/];;3.0;1.0
Front Camera Aperture [f/];;3.0;2.0
Front Camera Aperture [f/];;3.0;1.0
Front Camera Aperture [f/];;4.0;14.0
Front Camera Aperture [f/];;3.7000000000000006;3.0
Front Camera Aperture [f/];;4.3;14.0
Front Camera Aperture [f/];;5.0;1.0
Front Camera Aperture [f/];;5.0;1.0
Front Camera Aperture [f/];;3.4;14.0
Front Camera Aperture [f/];;3.7999999999999994;6.0
Front Camera Aperture [f/];;4.3;10.0
Front Camera Aperture [f/];;5.0;2.0
Front Camera Aperture [f/];;2.7;4.0
Front Camera Aperture [f/];;3.8;8.0
Front Camera Aperture [f/];;4.0;2.0
Front Camera Aperture [f/];;3.0;1.0
Front Camera Aperture [f/];;5.0;1.0
Front Camera Aperture [f/];;3.0;1.0
Front Camera Aperture [f/];;4.0;1.0
Front Camera Aperture [f/];;2.0;1.0
Front Camera Aperture [f/];;1.0;1.0
Front Camera Aperture [f/];;4.8;12.0
Front Camera Aperture [f/];;4.3;15.0
Front Camera Aperture [f/];;4.3;15.0
Front Camera Aperture [f/];;4.6;18.0
Front Camera Aperture [f/];;4.6;18.0
Front Camera Aperture [f/];;5.0;3.0
